"N1","N2","POS1","POS2","Freq"
"規模","別","名詞-名詞","一般-接尾",1
"記す","いる","動詞-動詞","自立-非自立",1
"記す","れる","動詞-動詞","自立-接尾",1
"記憶","ない","名詞-形容詞","サ変接続-自立",1
"記憶","今回","名詞-名詞","サ変接続-副詞可能",1
"記憶","新しい","名詞-形容詞","サ変接続-自立",1
"記憶","正直","名詞-名詞","サ変接続-形容動詞語幹",1
"記憶","辿る","名詞-動詞","サ変接続-自立",1
"記憶","地域","名詞-名詞","サ変接続-一般",1
"記憶","鳥取","名詞-名詞","サ変接続-固有名詞",1
"記憶","力","名詞-名詞","サ変接続-接尾",1
"記載","仕切る","名詞-動詞","サ変接続-自立",1
"記事","BTC","名詞-名詞","一般-固有名詞",1
"記事","あげる","名詞-動詞","一般-自立",1
"記事","お伝え","名詞-名詞","一般-サ変接続",1
"記事","これら","名詞-名詞","一般-代名詞",1
"記事","ため","名詞-名詞","一般-非自立",1
"記事","なる","名詞-動詞","一般-自立",1
"記事","オンライン","名詞-名詞","一般-一般",1
"記事","スタンディングデスク","名詞-名詞","一般-一般",1
"記事","ツイート","名詞-名詞","一般-一般",1
"記事","マルサンアイ","名詞-名詞","一般-固有名詞",1
"記事","皆さん","名詞-名詞","一般-一般",1
"記事","基","名詞-名詞","一般-一般",1
"記事","記事","名詞-名詞","一般-一般",1
"記事","挙げる","名詞-動詞","一般-自立",1
"記事","共働き","名詞-名詞","一般-サ変接続",1
"記事","興味","名詞-名詞","一般-一般",1
"記事","近日","名詞-名詞","一般-副詞可能",1
"記事","現在","名詞-名詞","一般-副詞可能",1
"記事","公開","名詞-名詞","一般-サ変接続",1
"記事","今","名詞-名詞","一般-副詞可能",1
"記事","参照","名詞-名詞","一般-サ変接続",1
"記事","子育て","名詞-名詞","一般-サ変接続",1
"記事","私","名詞-名詞","一般-代名詞",1
"記事","次世代","名詞-名詞","一般-一般",1
"記事","自家用車","名詞-名詞","一般-一般",1
"記事","述べる","名詞-動詞","一般-自立",1
"記事","新型","名詞-名詞","一般-一般",1
"記事","生涯","名詞-名詞","一般-副詞可能",1
"記事","地方","名詞-名詞","一般-一般",1
"記事","中","名詞-名詞","一般-非自立",1
"記事","調査","名詞-名詞","一般-サ変接続",1
"記事","読書","名詞-名詞","一般-サ変接続",1
"記事","日々","名詞-名詞","一般-副詞可能",1
"記事","発信","名詞-名詞","一般-サ変接続",1
"記者","会見","名詞-名詞","一般-サ変接続",1
"記者","今回","名詞-名詞","一般-副詞可能",1
"記念","撮影","名詞-名詞","サ変接続-サ変接続",1
"記念","事業","名詞-名詞","サ変接続-一般",1
"貴重","学生","名詞-名詞","形容動詞語幹-一般",1
"貴重","献血","名詞-名詞","形容動詞語幹-サ変接続",1
"貴文","さん","名詞-名詞","固有名詞-接尾",1
"起きる","する","動詞-動詞","自立-自立",1
"起きる","もの","動詞-名詞","自立-非自立",1
"起きる","やすい","動詞-形容詞","自立-非自立",1
"起きる","オンデマンド","動詞-名詞","自立-固有名詞",1
"起きる","リーマン","動詞-名詞","自立-固有名詞",1
"起きる","際","動詞-名詞","自立-非自立",1
"起きる","始める","動詞-動詞","自立-非自立",1
"起きる","日本","動詞-名詞","自立-固有名詞",1
"起きる","被災","動詞-名詞","自立-サ変接続",1
"起きる","分かる","動詞-動詞","自立-自立",1
"起きる","問題","動詞-名詞","自立-ナイ形容詞語幹",1
"起こす","かねる","動詞-動詞","自立-非自立",1
"起こす","まち","動詞-名詞","自立-一般",1
"起こす","可能","動詞-名詞","自立-形容動詞語幹",1
"起こす","人材","動詞-名詞","自立-一般",1
"起こす","必要","動詞-名詞","自立-形容動詞語幹",1
"起こす","片手間","動詞-名詞","自立-一般",1
"起こす","方","動詞-名詞","自立-非自立",1
"起こす","本気","動詞-名詞","自立-一般",1
"起こす","例","動詞-名詞","自立-一般",1
"起こる","こと","動詞-名詞","自立-非自立",1
"起こる","の","動詞-名詞","自立-非自立",1
"起こる","マクロ","動詞-名詞","自立-一般",1
"起こる","ミクロ","動詞-名詞","自立-一般",1
"起こる","一連","動詞-名詞","自立-一般",1
"起こる","言う","動詞-動詞","自立-自立",1
"起こる","思う","動詞-動詞","自立-自立",1
"起こる","住宅","動詞-名詞","自立-一般",1
"起こる","新型","動詞-名詞","自立-一般",1
"起こる","得る","動詞-動詞","自立-非自立",1
"起因","する","名詞-動詞","サ変接続-自立",1
"起業","ない","名詞-形容詞","サ変接続-自立",1
"起業","家","名詞-名詞","サ変接続-接尾",1
"起業","介護","名詞-名詞","サ変接続-サ変接続",1
"起業","仕方","名詞-名詞","サ変接続-ナイ形容詞語幹",1
"起業","時期","名詞-名詞","サ変接続-副詞可能",1
"起業","前後","名詞-名詞","サ変接続-副詞可能",1
"起業","体験","名詞-名詞","サ変接続-サ変接続",1
"起業","認める","名詞-動詞","サ変接続-自立",1
"起業","補助","名詞-名詞","サ変接続-サ変接続",1
"起業","方","名詞-名詞","サ変接続-非自立",1
"起業","様々","名詞-名詞","サ変接続-形容動詞語幹",1
"起点","する","名詞-動詞","一般-自立",1
"起点","なる","名詞-動詞","一般-自立",1
"起点","安部","名詞-名詞","一般-固有名詞",1
"起点","校庭","名詞-名詞","一般-一般",1
"軌道","修正","名詞-名詞","一般-サ変接続",1
"輝く","せる","動詞-動詞","自立-接尾",1
"輝く","よう","動詞-名詞","自立-非自立",1
"鬼ごっこ","する","名詞-動詞","一般-自立",1
"鬼太郎","蟹","名詞-名詞","固有名詞-一般",1
"鬼太郎","描く","名詞-動詞","固有名詞-自立",1
"技術","はじめ","名詞-名詞","一般-副詞可能",1
"技術","トレンド","名詞-名詞","一般-一般",1
"技術","ノウハウ","名詞-名詞","一般-一般",1
"技術","メディア","名詞-名詞","一般-一般",1
"技術","ロボット","名詞-名詞","一般-一般",1
"技術","開発","名詞-名詞","一般-サ変接続",1
"技術","活用","名詞-名詞","一般-サ変接続",1
"技術","研究","名詞-名詞","一般-サ変接続",1
"技術","差","名詞-名詞","一般-一般",1
"技術","最先端","名詞-名詞","一般-一般",1
"技術","実体験","名詞-名詞","一般-一般",1
"技術","社会","名詞-名詞","一般-一般",1
"技術","者","名詞-名詞","一般-接尾",1
"技術","取り入れる","名詞-動詞","一般-自立",1
"技術","身","名詞-名詞","一般-一般",1
"技術","進展","名詞-名詞","一般-サ変接続",1
"技術","成長","名詞-名詞","一般-サ変接続",1
"技術","製造","名詞-名詞","一般-サ変接続",1
"技術","発展","名詞-名詞","一般-サ変接続",1
"技術","付加","名詞-名詞","一般-サ変接続",1
"技術","保証","名詞-名詞","一般-サ変接続",1
"技術","用いる","名詞-動詞","一般-自立",1
"疑念","声","名詞-名詞","一般-一般",1
"疑問","ある","名詞-動詞","形容動詞語幹-自立",1
"疑問","解決","名詞-名詞","形容動詞語幹-サ変接続",1
"疑問","考える","名詞-動詞","形容動詞語幹-自立",1
"疑問","私","名詞-名詞","形容動詞語幹-代名詞",1
"疑問","持つ","名詞-動詞","形容動詞語幹-自立",1
"疑問","聞こえる","名詞-動詞","形容動詞語幹-自立",1
"義務","ある","名詞-動詞","一般-自立",1
"義務","教育","名詞-名詞","一般-サ変接続",1
"義務づける","られる","動詞-動詞","自立-接尾",1
"議題","予定","名詞-名詞","一般-サ変接続",1
"議論","なか","名詞-名詞","サ変接続-非自立",1
"議論","ピーター","名詞-名詞","サ変接続-固有名詞",1
"議論","消す","名詞-動詞","サ変接続-自立",1
"議論","深まる","名詞-動詞","サ変接続-自立",1
"議論","本質","名詞-名詞","サ変接続-一般",1
"吉野","地","名詞-名詞","固有名詞-一般",1
"吉野","物語","名詞-名詞","固有名詞-一般",1
"喫緊","問題","名詞-名詞","一般-ナイ形容詞語幹",1
"喫茶","土鍋","名詞-名詞","一般-一般",1
"詰まる","おる","動詞-動詞","自立-非自立",1
"詰まる","身","動詞-名詞","自立-一般",1
"詰め合わせ","商品","名詞-名詞","一般-一般",1
"客","すごい","名詞-形容詞","一般-自立",1
"客","なに","名詞-名詞","一般-代名詞",1
"客","キャンセル","名詞-名詞","一般-サ変接続",1
"客","クルーズ","名詞-名詞","一般-一般",1
"客","飲食","名詞-名詞","一般-サ変接続",1
"客","遠のく","名詞-動詞","一般-自立",1
"客","含める","名詞-動詞","一般-自立",1
"客","県","名詞-名詞","一般-一般",1
"客","減少","名詞-名詞","一般-サ変接続",1
"客","行動","名詞-名詞","一般-サ変接続",1
"客","支える","名詞-動詞","一般-自立",1
"客","主","名詞-名詞","一般-形容動詞語幹",1
"客","取り込む","名詞-動詞","一般-自立",1
"客","少ない","名詞-形容詞","一般-自立",1
"客","先","名詞-名詞","一般-接尾",1
"客","増加","名詞-名詞","一般-サ変接続",1
"客","大きい","名詞-形容詞","一般-自立",1
"客","大半","名詞-名詞","一般-一般",1
"客","鳥取","名詞-名詞","一般-固有名詞",1
"客","良い","名詞-形容詞","一般-自立",1
"客員","中小","名詞-名詞","一般-一般",1
"客観","性","名詞-名詞","サ変接続-接尾",1
"客数","3","名詞-名詞","一般-数",1
"客数","倍増","名詞-名詞","一般-サ変接続",1
"逆","こと","名詞-名詞","一般-非自立",1
"逆","やれる","名詞-動詞","一般-自立",1
"逆","パターン","名詞-名詞","一般-一般",1
"逆","モチベーション","名詞-名詞","一般-一般",1
"逆","安部","名詞-名詞","一般-固有名詞",1
"逆","以上","名詞-名詞","一般-非自立",1
"逆","小学校","名詞-名詞","一般-一般",1
"逆","人口","名詞-名詞","一般-一般",1
"逆","鳥取","名詞-名詞","一般-固有名詞",1
"逆","立つ","名詞-動詞","一般-自立",1
"逆","立体","名詞-名詞","一般-一般",1
"逆説","的","名詞-名詞","一般-接尾",1
"逆転","する","名詞-動詞","サ変接続-自立",1
"久しい","経済","形容詞-名詞","自立-一般",1
"休","消化","名詞-名詞","一般-サ変接続",1
"休み","扱い","名詞-名詞","一般-サ変接続",1
"休み","日","名詞-名詞","一般-非自立",1
"休む","せる","動詞-動詞","自立-接尾",1
"休暇","前倒し","名詞-名詞","一般-サ変接続",1
"休暇","増やす","名詞-動詞","一般-自立",1
"休暇","当社","名詞-名詞","一般-一般",1
"休業","支援","名詞-名詞","サ変接続-サ変接続",1
"休憩","する","名詞-動詞","サ変接続-自立",1
"休憩","献血","名詞-名詞","サ変接続-サ変接続",1
"休憩","毎日","名詞-名詞","サ変接続-副詞可能",1
"休校","モード","名詞-名詞","サ変接続-一般",1
"休校","延長","名詞-名詞","サ変接続-サ変接続",1
"休校","活動","名詞-名詞","サ変接続-サ変接続",1
"休校","決まる","名詞-動詞","サ変接続-自立",1
"休校","時","名詞-名詞","サ変接続-接尾",1
"休校","状態","名詞-名詞","サ変接続-一般",1
"休校","方針","名詞-名詞","サ変接続-一般",1
"休校","要請","名詞-名詞","サ変接続-サ変接続",1
"休止","継続","名詞-名詞","サ変接続-サ変接続",1
"休止","注文","名詞-名詞","サ変接続-サ変接続",1
"休日","保育","名詞-名詞","副詞可能-サ変接続",1
"及ぶ","福利","動詞-名詞","自立-一般",1
"及ぼす","いる","動詞-動詞","自立-非自立",1
"及ぼす","しまう","動詞-動詞","自立-非自立",1
"及ぼす","考える","動詞-動詞","自立-自立",1
"及ぼす","病気","動詞-名詞","自立-サ変接続",1
"及ぼす","理由","動詞-名詞","自立-一般",1
"弓ヶ浜","半島","名詞-名詞","固有名詞-一般",1
"急","こと","名詞-名詞","形容動詞語幹-非自立",1
"急","上がる","名詞-動詞","形容動詞語幹-自立",1
"急ぐ","あまり","動詞-名詞","自立-一般",1
"急ぐ","いる","動詞-動詞","自立-非自立",1
"急ぐ","くれる","動詞-動詞","自立-非自立",1
"急ぐ","届け出る","動詞-動詞","自立-自立",1
"急激","社会","名詞-名詞","形容動詞語幹-一般",1
"急激","増加","名詞-名詞","形容動詞語幹-サ変接続",1
"急速","大きい","名詞-形容詞","形容動詞語幹-自立",1
"急速","普及","名詞-名詞","形容動詞語幹-サ変接続",1
"急変","進学","名詞-名詞","サ変接続-サ変接続",1
"救い","道","名詞-名詞","一般-一般",1
"救う","こと","動詞-名詞","自立-非自立",1
